block_height,block_timestamp,difficulty_absolute,difficulty_change_percentage,bits,time_between_blocks,hashrate_pretty,hashrate_units,difficulty_abs_change,hashrate_u_abs_change
165312,2012-02-04 10:32:41,1379647,5.50,0x1a0c290b,09min29s,9.87TH/s,9870000000000,71919,510000000000
163296,2012-01-22 03:55:04,1307728,4.55,0x1a0cd43f,09min34s,9.36TH/s,9360000000000,56971,410000000000
161280,2012-01-08 18:26:16,1250757,7.83,0x1a0d69d7,09min17s,8.95TH/s,8950000000000,90828,660000000001
159264,2011-12-26 18:43:25,1159929,0.42,0x1a0e76ba,09min58s,8.29TH/s,8289999999999,4891,19999999999
157248,2011-12-12 19:42:35,1155038,5.90,0x1a0e8668,09min27s,8.27TH/s,8270000000000,64323,460000000000
155232,2011-11-29 14:20:20,1090715,-8.54,0x1a0f61b1,10min56s,7.81TH/s,7810000000000,-101782,-719999999999
153216,2011-11-14 06:56:10,1192497,-0.91,0x1a0e119a,10min06s,8.53TH/s,8529999999999,-10964,-80000000000
151200,2011-10-31 03:42:14,1203461,-18.03,0x1a0df0ca,12min12s,8.61TH/s,8609999999999,-264734,-1890000000001
149184,2011-10-14 01:44:35,1468195,-13.09,0x1a0b6d4b,11min31s,10.50TH/s,10500000000000,-221139,-1590000000000
147168,2011-09-27 22:47:04,1689334,-3.76,0x1a09ee5d,10min24s,12.09TH/s,12090000000000,-66091,-480000000000
145152,2011-09-13 09:31:56,1755425,-1.26,0x1a098ea5,10min08s,12.57TH/s,12570000000000,-22349,-150000000000
143136,2011-08-30 05:15:03,1777774,-1.55,0x1a096fe3,10min10s,12.72TH/s,12720000000000,-27926,-200000000000
141120,2011-08-15 23:44:54,1805700,-4.40,0x1a094a86,10min28s,12.92TH/s,12920000000000,-83086,-600000000000
139104,2011-08-01 08:11:19,1888786,11.70,0x1a08e1e5,08min57s,13.52TH/s,13520000000000,197891,1420000000000
137088,2011-07-19 19:23:09,1690895,8.18,0x1a09ec04,09min15s,12.10TH/s,12100000000000,127868,920000000000
135072,2011-07-06 20:35:46,1563027,13.33,0x1a0abbcf,08min50s,11.18TH/s,11180000000000,183835,1320000000000
133056,2011-06-24 11:45:23,1379192,57.27,0x1a0c2a12,06min22s,9.86TH/s,9860000000000,502238,3580000000000
131040,2011-06-15 13:49:34,876954,54.59,0x1a132185,06min28s,6.28TH/s,6280000000000,309685,2220000000001
129024,2011-06-06 12:25:05,567269,30.44,0x1a1d932f,07min40s,4.06TH/s,4059999999999,132392,949999999999
127008,2011-05-26 18:41:56,434877,78.15,0x1a269421,05min37s,3.11TH/s,3110000000000,190765,1360000000000
124992,2011-05-18 22:04:47,244112,55.07,0x1a44b9f2,06min27s,1.75TH/s,1750000000000,86696,620000000000
122976,2011-05-09 21:17:24,157416,43.54,0x1a6a93b3,06min59s,1.13TH/s,1130000000000,47746,345310000000
120960,2011-04-30 02:53:00,109670,18.76,0x1b0098fa,08min25s,784.69GH/s,784690000000,17323,123760000000
118944,2011-04-18 07:49:36,92347,12.15,0x1b00b5ac,08min55s,660.93GH/s,660930000000,10002,71590000000
116928,2011-04-05 20:09:57,82345,19.38,0x1b00cbbd,08min23s,589.34GH/s,589340000000,13368,95700000000
114912,2011-03-25 02:39:45,68977,-9.47,0x1b00f339,11min03s,493.64GH/s,493640000000,-7215,-51100000000
112896,2011-03-09 15:25:55,76192,37.06,0x1b00dc31,07min18s,544.74GH/s,544740000000,20603,147450000000
110880,2011-02-27 09:59:20,55589,52.47,0x1b012dcd,06min34s,397.29GH/s,397290000000,19130,137170000000
108864,2011-02-18 05:15:52,36459,40.24,0x1b01cc26,07min09s,260.12GH/s,260120000000,10462,74110000000
106848,2011-02-08 04:53:20,25997,18.10,0x1b028552,08min28s,186.01GH/s,186010000000,3985,28670000000
104832,2011-01-27 08:16:11,22012,19.39,0x1b02fa29,08min23s,157.34GH/s,157340000000,3575,25400000000
102816,2011-01-15 14:26:07,18437,13.06,0x1b038dee,08min51s,131.94GH/s,131940000000,2130,15270000000
100800,2011-01-03 05:10:11,16307,12.59,0x1b0404cb,08min53s,116.67GH/s,116670000000,1823,13000000000
98784,2010-12-21 18:34:03,14484,18.23,0x1b04864c,08min28s,103.67GH/s,103670000000,2233,16030000000
96768,2010-12-09 22:20:02,12251,51.66,0x1b055953,06min36s,87.64GH/s,87640000000,4173,29880000000
94752,2010-11-30 16:37:55,8078,17.65,0x1b081cd2,08min31s,57.76GH/s,57760000000,1212,8670000000
92736,2010-11-18 18:44:34,6866,51.37,0x1b098b2a,06min37s,49.09GH/s,49090000000,2330,16700000000
90720,2010-11-09 12:29:28,4536,46.75,0x1b0e7256,06min50s,32.39GH/s,32390000000,1445,10280000000
88704,2010-10-30 22:58:47,3091,43.83,0x1b153263,06min57s,22.11GH/s,22110000000,942,6740000000
86688,2010-10-21 05:13:15,2149,55.95,0x1b1e7eca,06min25s,15.37GH/s,15370000000,771,5510000000
84672,2010-10-12 05:35:05,1378,4.55,0x1b2f8e9d,09min34s,9.86GH/s,9860000000,60,430000000
82656,2010-09-28 19:58:28,1318,43.73,0x1b31b2a3,06min58s,9.43GH/s,9430000000,401,2870000000
80640,2010-09-19 02:04:07,917,28.79,0x1b4766ed,07min46s,6.56GH/s,6560000000,205,1460000000
78624,2010-09-08 05:04:49,712,14.29,0x1b5bede6,08min45s,5.10GH/s,5100000000,89,650000000
76608,2010-08-26 23:13:23,623,21.92,0x1b692098,08min13s,4.45GH/s,4450000000,112,790000000
74592,2010-08-15 11:11:11,511,45.17,0x1c00800e,06min53s,3.66GH/s,3660000000,159,1140000000
72576,2010-08-05 19:46:35,352,44.26,0x1c00ba18,06min56s,2.52GH/s,2520000000,108,780000000
70560,2010-07-27 02:42:38,244,34.81,0x1c010c5a,07min27s,1.74GH/s,1740000000,63,390000000
68544,2010-07-16 16:29:39,181,302.22,0x1c0168fd,02min24s,1.35GH/s,1350000000,136,1032260000
66528,2010-07-13 08:03:57,45,95.65,0x1c05a3f4,05min11s,317.74MH/s,317740000,22,153060000
64512,2010-07-06 01:57:44,23,21.05,0x1c0ae493,08min16s,164.68MH/s,164680000,4,28850000
62496,2010-06-24 12:27:26,19,11.76,0x1c0d3142,08min58s,135.83MH/s,135830000,2,16130000
60480,2010-06-11 23:26:26,17,6.25,0x1c0eba64,09min34s,119.70MH/s,119700000,1,9340000
58464,2010-05-29 13:57:28,16,45.45,0x1c0f675c,07min08s,110.36MH/s,110360000,5,31170000
56448,2010-05-19 14:13:55,11,-8.33,0x1c159c24,10min51s,79.19MH/s,79190000,-1,-9030000
54432,2010-05-04 09:46:16,12,9.09,0x1c13ec53,08min56s,88.22MH/s,88220000,1,14770000
52416,2010-04-21 21:52:52,11,57.14,0x1c16546f,06min49s,73.45MH/s,73450000,4,18270000
50400,2010-04-12 08:39:46,7,16.67,0x1c20bca7,07min47s,55.18MH/s,55180000,1,17040000
48384,2010-04-01 11:07:22,6,50.00,0x1c2a1115,07min30s,38.14MH/s,38140000,2,9310000
46368,2010-03-21 22:54:24,4,0.00,0x1c381375,09min56s,28.83MH/s,28830000,0,3110000
44352,2010-03-08 01:14:33,4,33.33,0x1c387f6f,08min21s,25.72MH/s,25720000,1,4320000
42336,2010-02-24 08:41:04,3,50.00,0x1c43b3e5,06min41s,21.40MH/s,21400000,1,11470000
40320,2010-02-14 23:52:59,2,100.00,0x1c654657,07min12s,9.93MH/s,9930000,1,250000
38304,2010-02-04 21:43:14,1,0.00,0x1d008cc3,07min24s,9.68MH/s,9680000,0,2310000
36288,2010-01-25 13:07:59,1,0.00,0x1d00be71,09min43s,7.37MH/s,7370000,0,-530000
34272,2010-01-11 22:48:37,1,0.00,0x1d00c428,09min04s,7.90MH/s,7900000,0,-560000
32256,2009-12-30 06:11:04,1,0.00,0x1d00d86a,08min28s,8.46MH/s,8460000,0,3570000
30240,2009-12-18 09:56:01,1,0.00,0x1d00ffff,14min39s,4.89MH/s,4890000,0,1210000
28224,2009-11-27 21:51:07,1,0.00,0x1d00ffff,19min29s,3.68MH/s,3680000,0,280000
26208,2009-10-31 15:28:20,1,0.00,0x1d00ffff,21min04s,3.40MH/s,3400000,0,-230000
24192,2009-10-02 03:27:08,1,0.00,0x1d00ffff,19min43s,3.63MH/s,3630000,0,1220000
22176,2009-09-04 13:01:38,1,0.00,0x1d00ffff,29min40s,2.41MH/s,2410000,0,-1150000
20160,2009-07-25 00:30:16,1,0.00,0x1d00ffff,20min05s,3.56MH/s,3560000,0,-180000
18144,2009-06-26 21:32:53,1,0.00,0x1d00ffff,19min08s,3.74MH/s,3740000,0,-1540000
16128,2009-05-31 02:31:25,1,0.00,0x1d00ffff,13min33s,5.28MH/s,5280000,0,-500000
14112,2009-05-12 03:20:25,1,0.00,0x1d00ffff,12min24s,5.78MH/s,5780000,0,170000
12096,2009-04-24 18:51:38,1,0.00,0x1d00ffff,12min46s,5.61MH/s,5610000,0,10000
10080,2009-04-06 22:04:23,1,0.00,0x1d00ffff,12min47s,5.60MH/s,5600000,0,-10000
8064,2009-03-20 00:26:26,1,0.00,0x1d00ffff,12min45s,5.61MH/s,5610000,0,-160000
6048,2009-03-02 04:01:53,1,0.00,0x1d00ffff,12min24s,5.77MH/s,5770000,0,-400000
4032,2009-02-12 19:16:30,1,0.00,0x1d00ffff,11min36s,6.17MH/s,6170000,0,1960000
2016,2009-01-27 13:38:51,1,0.00,0x1d00ffff,17min00s,4.21MH/s,4210000,0,0
